loan_request_id,approved,total_importe,mes_compra,year,quarter,quarterpercentage,month,num_delinquencies,ever_delinquent,most_purchased_category,medio_pago,canal,riskclient,dias_entre_compras,delta_importe,promedio_cliente,temporada_alta_relativa,es_temporada_alta_real,promedio_temporada_alta,temporada_alta_ajustada,fecha_afiliacion,external_account_id
584,1,80470.79,2,2024,1,8.4325464814,2,0,True,kitchen_dining,Loan,sucursal,0,126.6821841291,458.5618648832,1877.14,1.3,1,608.19,0.065294996998352,2025-04-19,100100220572.0
585,1,3048.57,1,2024,1,32.8470560263,1,2,False,musical_instruments,Cash,sucursal,0,78.7517860429,-121.8259891672,1704.45,1.1,0,1963.23,0.962427525408477,2019-01-21,100100140845.0
586,1,25327.64,8,2024,3,83.2152914472,8,3,True,furniture,Loan,sucursal,1,113.8066245909,110.0132439519,1960.62,1.5,1,2117.7,0.478692183518974,2020-11-09,100100115718.0
587,1,69562.79,7,2024,3,90.8030102705,7,3,False,garden_outdoor,Loan,sucursal,1,59.5315961097,181.1378594353,865.72,0.9,1,1967.73,0.554543879472417,2016-10-05,100100407742.0
588,0,1626.31,1,2024,1,4.1901023507,1,0,True,home_appliances,Debit Card,sucursal,0,159.5913631355,-214.6451286965,1385.36,1.3,0,2057.32,0.134523898725857,2020-08-07,100100500224.0
589,0,131019.26,5,2024,2,42.7681947627,5,3,False,tools_hardware,Loan,sucursal,1,190.8239840585,108.9474865541,1414.47,0.9,1,1185.43,0.772542998082512,2023-04-06,100100946285.0
590,1,43951.32,9,2024,3,77.5231227848,9,0,True,toys_games,Loan,sucursal,0,59.6729229874,173.5421713597,1330.72,0.9,1,1799.75,0.881952237005439,2025-02-18,100100313001.0
591,1,81621.37,5,2024,2,44.2606338149,5,2,True,furniture,Credit Card,sucursal,1,29.7653977421,-82.9998561127,875.34,0.5,0,1285.75,0.927311285075947,2025-02-05,100100408497.0
592,1,40391.33,10,2024,4,12.63361244,10,1,True,musical_instruments,Cash,sucursal,0,32.6150659071,411.4302414278,585.02,0.9,1,1560.35,0.687241217330757,2018-02-07,100100814500.0
593,1,27669.03,11,2024,4,51.8574897873,11,2,False,musical_instruments,Credit Card,sucursal,1,179.1162828904,-259.701581176,1760.97,0.6,0,1765.36,0.332828152431587,2020-03-26,100100957585.0
594,1,31923.57,2,2024,1,21.1351878689,2,3,True,musical_instruments,Loan,sucursal,1,132.6106233799,-102.3197239781,1600.33,1.1,1,1244.11,0.071277454361062,2017-01-08,100100285685.0
595,1,73705.3,5,2024,2,44.9580709451,5,0,True,kitchen_dining,Credit Card,sucursal,0,2.9637269573,-181.1149450684,457.87,0.6,1,1163.55,0.615407629257578,2022-10-14,100100372064.0
596,1,35910.74,12,2024,4,92.4956669675,12,0,True,jewelry,Cash,sucursal,0,132.939015576,-151.3189827969,559.08,0.7,1,1985.91,0.91790150158528,2023-12-03,100100210658.0
597,0,16585.79,2,2024,1,17.0669118481,2,3,True,garden_outdoor,Cash,sucursal,1,177.9666291914,-471.1568247109,302.92,0.7,1,1626.86,0.420097070304357,2017-02-22,100100869341.0
598,1,77144.23,2,2024,1,17.4336337649,2,4,False,sports_equipment,Credit Card,sucursal,1,39.5783240336,-108.873991259,882.68,0.8,1,696.7,0.617407168537674,2021-02-01,100100448424.0
599,0,101014.82,12,2024,4,89.8328796521,12,2,True,garden_outdoor,Debit Card,sucursal,1,129.2297766019,-379.9257128489,1555.5,0.9,0,389.52,0.460498015961325,2024-07-03,100100109813.0
600,0,116812.31,8,2024,3,92.3357153275,8,1,True,automotive_parts,Cash,sucursal,1,130.2405412374,66.0602464069,960.21,0.7,1,449.74,0.629825057004446,2018-09-26,100100935068.0
601,1,42015.51,10,2024,4,0.4100778723,10,0,False,electronics,Cash,sucursal,0,161.0294707445,80.5496810491,244.73,1.2,1,2121.52,0.226223733823718,2019-08-10,100100480054.0
602,0,36193.37,6,2024,2,48.8221563249,6,3,False,toys_games,Credit Card,sucursal,1,11.5057443019,498.8068279992,1867.16,0.6,0,2092.99,0.193960047535776,2024-04-10,100100245167.0
603,1,102497.69,5,2024,2,48.2372165457,5,0,False,musical_instruments,Cash,sucursal,0,120.1862709349,183.984336663,1881.61,0.5,0,1249.71,0.197513098335157,2016-02-18,100100413412.0
604,1,146724.46,8,2024,3,79.1405978282,8,3,True,kitchen_dining,Cash,sucursal,1,0.9798969935,-275.0496996513,1180.52,1.2,0,512.19,0.155491340029559,2017-08-16,100100681505.0
605,1,30618.19,3,2024,1,23.1464733783,3,4,False,furniture,Credit Card,sucursal,1,173.8514261861,-299.142955392,563.97,0.8,1,1305.27,0.103197760464328,2017-10-02,100100255557.0
606,0,19001.71,5,2024,2,39.8723451967,5,0,True,furniture,Debit Card,sucursal,0,62.2713365268,-485.2424201484,1430.06,0.9,1,1771.54,0.529932575510688,2023-03-18,100100548865.0
607,1,37105.97,3,2025,1,1.3014675624,3,3,True,home_appliances,Cash,sucursal,1,20.5889971451,-240.0169092124,634.57,1.2,0,1852.78,0.869056726410067,2022-04-19,100100665346.0
608,1,51776.6,6,2024,2,57.3227374944,6,2,True,tools_hardware,Debit Card,sucursal,1,179.1629722658,74.7275762374,899.06,1.3,0,924.97,0.363481233463391,2023-02-21,100100235958.0
609,1,84374.34,12,2025,4,74.2801826141,12,0,True,clothing,Credit Card,sucursal,0,141.3719655474,121.0431628966,1185.25,1.1,1,1642.93,0.798735654359703,2017-10-12,100100225987.0
610,1,69390.53,6,2024,2,53.8723483257,6,1,True,furniture,Cash,sucursal,1,108.8639373444,-40.8078139817,859.09,1.2,0,1041.44,0.600283418390136,2023-03-13,100100879505.0
611,1,20093.18,2,2024,1,3.9609251502,2,1,True,automotive_parts,Debit Card,sucursal,1,121.965616025,355.2042377056,306.02,0.8,0,1389.84,0.366105857732119,2023-05-14,100100625020.0
612,0,141398.3,7,2024,3,96.9884960245,7,3,True,office_supplies,Credit Card,sucursal,1,162.2075143316,195.7326459133,1748.32,1.4,0,2480.84,0.667781087612496,2019-07-27,100100051166.0
613,1,145952.78,9,2024,3,76.3068254918,9,2,True,office_supplies,Cash,sucursal,1,63.8800527629,-476.7818106068,343.29,1.5,1,600.83,0.342898869010269,2019-01-10,100100535501.0
614,0,18888.18,5,2024,2,57.7411556253,5,2,True,tools_hardware,Loan,sucursal,1,118.0304691915,103.0522343666,357.98,0.8,1,253.53,0.06545317223646,2020-01-19,100100263450.0
615,1,3361.06,2,2024,1,15.7019203336,2,2,True,clothing,Debit Card,sucursal,1,140.8508858896,170.527689629,765.13,0.6,1,822.74,0.98592766458899,2020-07-08,100100333726.0
616,1,170976.62,11,2024,4,52.1273977106,11,0,True,jewelry,Debit Card,sucursal,0,170.0879677015,-316.4217271805,996.03,1.4,0,2185.02,0.994378554109625,2021-10-01,100100150716.0
617,0,127409.72,12,2024,4,77.3136799786,12,3,True,furniture,Credit Card,sucursal,1,35.334522143,-264.4191070407,726.06,1.0,1,1773.43,0.909978214884215,2025-05-21,100100408018.0
618,1,2013.45,6,2024,2,37.5237005023,6,0,True,garden_outdoor,Credit Card,sucursal,0,53.0142091627,-250.3865385842,1622.05,1.5,0,818.29,0.997253644657063,2017-06-17,100100547961.0
619,0,45745.29,11,2024,4,60.7533138534,11,4,True,sports_equipment,Debit Card,sucursal,1,139.6004363716,-27.3750875638,1429.07,1.0,0,1240.1,0.900869442063554,2022-02-04,100100388888.0
620,0,33659.6,7,2024,3,94.1092045662,7,2,True,automotive_parts,Credit Card,sucursal,1,79.7293531569,-424.07192132,528.44,0.8,0,1526.47,0.642563177351468,2022-06-06,100100525214.0
621,1,105754.66,9,2024,3,94.1388437051,9,4,True,jewelry,Loan,sucursal,1,80.9140675792,-378.2265386228,862.87,1.2,1,642.49,0.988714599370555,2019-04-11,100100438901.0
622,1,22033.13,2,2024,1,27.6333975728,2,4,True,garden_outdoor,Loan,sucursal,1,40.3106766674,262.7963607688,1252.53,0.9,1,1757.71,0.842292713764861,2018-12-21,100100797137.0
623,0,77320.64,2,2024,1,22.1027878378,2,1,True,automotive_parts,Cash,sucursal,1,150.063181633,-231.810964003,376.68,0.7,1,800.4,0.500203230431288,2019-03-04,100100610450.0
624,1,46484.35,5,2024,2,66.4508536145,5,4,True,jewelry,Cash,sucursal,1,184.893575602,417.6951146139,505.22,1.1,1,246.69,0.22363742207416,2016-04-02,100100050276.0
625,0,88219.88,9,2024,3,93.8769147018,9,1,True,jewelry,Debit Card,sucursal,1,70.5442332112,487.1023201908,1540.87,0.8,0,1526.33,0.772537318451547,2022-09-23,100100149242.0
626,0,73810.11,1,2024,1,10.7258824032,1,1,True,tools_hardware,Debit Card,sucursal,1,83.1960539152,295.9601715241,1636.88,1.3,0,2236.56,0.813239568735781,2020-03-04,100100523111.0
627,1,18458.11,3,2025,1,30.3880490145,3,3,True,jewelry,Debit Card,sucursal,1,142.7012891682,332.6550920523,314.12,1.3,0,2392.82,0.823786698837933,2016-12-09,100100746473.0
628,1,97412.3,11,2024,4,60.2837214401,11,1,False,furniture,Debit Card,sucursal,1,81.3122817404,-381.5306265272,1099.16,0.5,1,2468.13,0.970795696059147,2023-01-15,100100561329.0
629,1,190961.4,12,2024,4,69.2313519319,12,4,True,kitchen_dining,Loan,sucursal,1,150.3696677318,-3.7504092832,1248.3,1.3,1,1300.63,0.262381281440125,2016-03-06,100100404379.0
630,0,94842.64,2,2024,1,7.8199812108,2,0,True,musical_instruments,Debit Card,sucursal,0,79.5170796394,-49.1314061717,352.09,1.2,1,2283.52,0.624730006812557,2023-03-06,100100134686.0
631,0,57417.22,7,2024,3,95.6035652405,7,3,True,furniture,Debit Card,sucursal,1,49.7577464906,-345.5138687761,1874.6,0.6,1,739.0,0.887379656431872,2025-12-24,100100456853.0
632,0,100150.76,7,2024,3,71.0085340033,7,2,True,musical_instruments,Credit Card,sucursal,0,128.6334954162,446.2384680543,1743.51,1.2,1,1755.41,0.918346607802921,2021-03-19,100100228752.0
633,0,138837.64,10,2024,4,5.6181597117,10,3,False,garden_outdoor,Loan,sucursal,1,106.3684726542,-443.1852580265,1281.9,0.9,0,1633.41,0.023817773918451,2019-10-03,100100131296.0
634,0,7688.19,1,2024,1,2.3459626781,1,1,True,clothing,Loan,sucursal,1,5.9592078994,47.9227628294,1663.29,0.6,0,2011.86,0.78212613594541,2019-05-25,100100527987.0
635,0,2365.65,2,2024,1,33.0921393524,2,0,False,tools_hardware,Credit Card,sucursal,0,146.0216777858,13.4047533098,1306.34,1.0,1,205.99,0.735384718677324,2018-12-28,100100280436.0
636,1,6643.27,3,2024,1,2.6047184294,3,0,False,tools_hardware,Cash,sucursal,0,150.225776167,289.7651000947,441.48,0.7,1,1878.83,0.649895408822635,2023-05-26,100100632449.0
637,1,147585.11,7,2024,3,76.5161338867,7,1,False,home_appliances,Debit Card,sucursal,1,70.403920931,399.8968560832,981.62,1.4,1,2031.03,0.156123122532908,2021-10-17,100100587266.0
638,0,147904.63,8,2024,3,88.3432051719,8,1,True,kitchen_dining,Debit Card,sucursal,1,66.7324433206,2.9411863864,828.19,0.6,0,1404.28,0.545452248934552,2022-04-22,100100582738.0
639,0,31561.76,1,2024,1,6.5361872131,1,2,True,garden_outdoor,Credit Card,sucursal,0,87.7086910072,-94.6659694593,1130.47,0.9,1,911.79,0.292829009723821,2022-04-25,100100501684.0
640,0,28426.73,6,2024,2,49.2277388968,6,4,False,furniture,Credit Card,sucursal,1,42.0875939311,-99.724310661,1737.02,0.7,0,1016.15,0.136824657941659,2017-04-06,100100338195.0
641,1,94509.89,10,2024,4,9.0429037378,10,3,False,kitchen_dining,Cash,sucursal,1,60.4681249853,-27.9092766633,1117.8,1.5,0,1937.14,0.574626245925766,2024-02-11,100100963505.0
642,0,114870.04,6,2025,2,38.558582384,6,1,True,jewelry,Cash,sucursal,1,69.1604008343,256.6006972637,1188.11,0.7,0,1241.95,0.083461774259715,2022-10-18,100100216043.0
643,1,83832.82,8,2024,3,93.224823627,8,0,False,automotive_parts,Cash,sucursal,0,58.5399169715,252.4435066734,1196.42,0.9,1,2355.36,0.718576528039734,2025-05-07,100100553230.0
644,1,26177.55,11,2025,4,34.6200340358,11,0,False,sports_equipment,Loan,sucursal,0,154.2301082024,126.8993238083,652.5,0.7,1,273.89,0.854943279233461,2017-02-08,100100434269.0
645,1,90174.26,8,2024,3,86.2427423959,8,0,False,garden_outdoor,Loan,sucursal,0,181.1772331775,-493.0653986645,328.04,1.5,0,1317.63,0.438334035380398,2018-04-13,100100947354.0
646,1,38014.46,2,2024,1,26.0315587892,2,0,False,kitchen_dining,Loan,sucursal,0,161.0310412925,-131.3916806708,266.37,0.9,1,2033.67,0.473811651117147,2023-12-23,100100148572.0
647,0,73470.46,6,2024,2,54.5857019461,6,1,True,automotive_parts,Cash,sucursal,1,51.7851728866,-216.9890536644,1447.84,0.7,1,946.56,0.018728377948807,2019-08-04,100100075386.0
648,1,1005.16,1,2024,1,6.0302876418,1,1,True,garden_outdoor,Loan,sucursal,0,14.6184567612,239.5942840533,1194.89,0.8,1,425.82,0.549756404419791,2022-11-15,100100049121.0
649,0,124365.86,4,2024,2,49.0009861509,4,2,True,clothing,Debit Card,sucursal,1,4.8545658575,-289.5002037617,1525.34,0.9,1,1432.52,0.659094128031534,2018-01-09,100100865175.0
650,0,172594.76,11,2024,4,60.244357126,11,4,True,toys_games,Cash,sucursal,1,32.2886398802,464.0967373925,1543.23,1.2,0,2489.62,0.829729246533836,2016-01-13,100100350171.0
651,0,15790.04,12,2024,4,70.3773792263,12,4,True,tools_hardware,Credit Card,sucursal,1,8.075038526,54.4035520228,1952.76,1.4,1,1816.7,0.275106983990016,2017-08-25,100100797079.0
652,1,55230.88,4,2024,2,34.003800621,4,4,True,musical_instruments,Credit Card,sucursal,1,197.405853381,-216.8773366905,1360.44,1.3,0,1346.1,0.022699876705569,2019-02-15,100100140680.0
653,1,11361.65,9,2024,3,69.5244948147,9,2,True,furniture,Cash,sucursal,1,177.5074783027,14.0249259344,749.14,0.5,1,1566.12,0.151272216453032,2022-05-25,100100114958.0
654,0,23408.86,7,2024,3,67.5971748221,7,1,False,furniture,Debit Card,sucursal,1,150.4761487567,50.682800229,635.02,1.5,1,1866.92,0.04170355045398,2016-12-06,100100925467.0
655,1,123167.33,7,2024,3,83.914361407,7,0,True,automotive_parts,Loan,sucursal,0,166.6462497157,319.0947268326,704.01,1.2,0,1489.19,0.465088167234748,2018-05-19,100100590838.0
656,1,92216.84,12,2024,4,83.0276402403,12,2,False,home_appliances,Credit Card,sucursal,1,185.7881553284,19.9788339259,1033.65,1.4,1,1318.24,0.014045875545199,2016-05-21,100100742325.0
657,1,52701.98,6,2024,2,60.9275659796,6,2,True,sports_equipment,Debit Card,sucursal,0,9.3107731942,481.0493119364,1692.75,0.7,0,1113.41,0.894735222980651,2025-08-17,100100390669.0
658,0,119927.88,4,2024,2,43.3667721552,4,2,False,sports_equipment,Credit Card,sucursal,1,133.9427496404,395.2251219421,1284.31,1.3,1,575.63,0.638295478583497,2017-01-19,100100531762.0
659,1,107090.84,8,2024,3,83.4887850904,8,0,True,jewelry,Cash,sucursal,0,18.3476153813,444.748489576,886.85,1.4,0,1895.6,0.992042508671615,2018-12-25,100100094977.0
660,1,36150.62,2,2024,1,30.3250080522,2,2,True,jewelry,Cash,sucursal,1,148.2326514807,-299.7109412713,1264.41,0.7,1,687.22,0.729654672471038,2025-11-15,100100410890.0
661,1,90709.39,11,2024,4,43.546128181,11,4,True,automotive_parts,Credit Card,sucursal,1,85.3378825708,-257.7489674404,663.67,0.6,0,824.84,0.122307028106376,2023-11-15,100100823042.0
662,1,22638.31,10,2024,4,8.1824869266,10,4,True,toys_games,Debit Card,sucursal,1,22.8271790552,71.9666367923,1879.85,0.9,0,1429.06,0.480489642829912,2022-10-17,100100053971.0
663,1,24905.77,9,2024,3,68.9075027892,9,0,True,kitchen_dining,Credit Card,sucursal,0,150.7288165399,-163.7012549554,722.58,1.1,1,2319.41,0.021830870759773,2022-05-03,100100151180.0
664,1,74309.15,4,2024,2,66.3418864449,4,0,True,furniture,Debit Card,sucursal,0,125.8641271017,-476.5635943436,875.7,1.0,1,1185.98,0.713104435192371,2023-02-19,100100669240.0
665,1,93908.6,4,2025,2,56.740437399,4,2,True,home_appliances,Cash,sucursal,1,181.7932874647,171.4170799539,920.97,1.0,1,2184.81,0.594230131089565,2016-08-08,100100649228.0
666,1,97466.87,10,2024,4,21.6363048744,10,0,True,kitchen_dining,Credit Card,sucursal,0,51.5973954609,-56.2823252211,802.45,0.9,1,1084.45,0.557084399991205,2018-02-21,100100885787.0
667,1,104427.83,4,2024,2,62.6793801259,4,0,False,electronics,Cash,sucursal,0,43.8946798426,-426.0055440487,1760.16,1.3,1,2004.51,0.677277765659633,2022-09-02,100100651962.0
668,1,137020.71,9,2024,3,96.9232626484,9,4,True,health_beauty,Credit Card,sucursal,1,1.0953841411,-454.4086326105,337.05,0.8,0,2162.06,0.096509147822503,2020-11-26,100100064306.0
669,0,59364.51,4,2024,2,65.2353909252,4,1,False,toys_games,Cash,sucursal,1,15.6325563048,-151.1824503722,1302.54,1.5,1,396.71,0.104034847879666,2018-02-13,100100593211.0
670,1,115100.84,8,2024,3,73.0668398428,8,4,True,jewelry,Cash,sucursal,1,47.7783626602,-323.5862137034,1374.25,1.1,1,227.66,0.076842647036399,2016-07-26,100100847902.0
671,0,100830.26,8,2024,3,77.6834107101,8,2,True,kitchen_dining,Credit Card,sucursal,1,46.3901485089,451.4616251214,1819.84,1.3,1,818.22,0.132824279525357,2023-02-03,100100783509.0
672,0,47254.08,5,2024,2,34.9796194413,5,4,True,automotive_parts,Credit Card,sucursal,1,132.3236716647,-435.813621534,1490.6,1.1,0,2081.62,0.944574016932811,2025-04-27,100100304004.0
673,1,110220.96,3,2024,1,0.5710962102,3,0,True,garden_outdoor,Cash,sucursal,0,141.9703943621,65.1909687604,1343.03,1.1,0,1771.18,0.197605076400943,2025-12-12,100100993032.0
674,0,99718.65,9,2024,3,94.6644871391,9,0,True,furniture,Credit Card,sucursal,0,39.4067685582,-444.2097066102,848.95,1.3,1,570.66,0.9340038095884,2016-06-08,100100820902.0
675,1,115319.87,10,2024,4,30.2214156673,10,0,True,jewelry,Credit Card,sucursal,0,175.4540099241,85.1039815469,1868.27,0.5,1,527.63,0.449621554823121,2016-07-06,100100908946.0
676,1,67583.01,4,2024,2,37.5995376801,4,1,False,garden_outdoor,Loan,sucursal,1,35.099815152,476.4125185018,472.07,0.8,0,838.7,0.394039822212603,2019-01-06,100100495819.0
677,1,23114.4,1,2024,1,23.5376272733,1,2,True,health_beauty,Credit Card,sucursal,1,104.8807052477,-196.400537895,1393.54,1.2,1,1321.14,0.46535099356577,2018-09-27,100100855036.0
678,1,87087.78,4,2024,2,62.702614717,4,2,True,jewelry,Cash,sucursal,1,66.5012659106,-207.2081803431,767.6,1.2,1,951.04,0.516679214856379,2017-03-09,100100835761.0
679,1,66395.36,11,2024,4,46.102237975,11,4,True,electronics,Credit Card,sucursal,1,72.6238930151,-460.0081872154,1823.55,0.5,0,2036.32,0.767002012489063,2024-03-21,100100323442.0
680,0,77084.82,7,2024,3,77.2003294111,7,0,False,sports_equipment,Loan,sucursal,0,149.1935579212,-449.3625417071,1574.95,1.2,0,363.08,0.878985218261196,2019-09-12,100100671525.0
681,1,54146.53,10,2024,4,12.0129422108,10,2,True,books_media,Cash,sucursal,0,33.2260353173,331.7781974693,1969.56,1.1,1,2325.04,0.963543700101046,2017-12-13,100100080186.0
682,1,139086.51,10,2024,4,3.6349107422,10,3,True,books_media,Cash,sucursal,1,6.248486969,135.964723817,1990.73,0.9,1,1000.37,0.559484109859671,2022-07-09,100100725797.0
683,0,100680.68,6,2024,2,39.0322378,6,2,True,home_appliances,Credit Card,sucursal,1,157.2462596622,202.8915897039,848.16,0.6,1,1000.94,0.80651130060534,2018-02-27,100100840102.0
684,1,32336.18,12,2024,4,88.0087437954,12,1,True,tools_hardware,Debit Card,sucursal,0,41.1474507073,-184.8600489108,1110.52,0.8,1,1894.7,0.479451915332756,2017-02-09,100100842921.0
685,1,42506.46,12,2024,4,73.8175570087,12,3,True,books_media,Cash,sucursal,1,109.8548447017,-343.1946041343,625.65,1.2,1,694.75,0.045709586980957,2016-06-19,100100921795.0
686,1,69970.45,5,2025,2,48.2106733578,5,3,True,clothing,Cash,sucursal,1,128.1141175917,-379.6117270049,1029.64,0.8,1,2420.86,0.124666054500608,2023-07-16,100100124666.0
687,0,4845.74,7,2024,3,79.1177429754,7,3,False,books_media,Credit Card,sucursal,1,154.7442302374,34.6368207553,954.81,1.1,1,1269.58,0.151915331599536,2021-10-27,100100187233.0
688,1,7074.98,1,2024,1,28.9185973087,1,3,True,kitchen_dining,Loan,sucursal,1,153.8470285626,-195.6889947262,727.22,0.6,0,1861.96,0.24377489607595,2018-07-27,100100280611.0
689,1,129874.39,8,2024,3,86.7285388076,8,4,False,sports_equipment,Credit Card,sucursal,1,29.3689048592,447.3835968886,1741.49,1.1,1,2079.67,0.86908956987898,2019-07-13,100100301419.0
690,1,28773.66,1,2024,1,17.6159670085,1,1,False,furniture,Debit Card,sucursal,1,171.7326676406,-247.4864891329,1387.09,1.5,0,2370.37,0.197948985076918,2019-11-23,100100192612.0
691,0,122193.62,8,2024,3,76.6780004229,8,2,True,garden_outdoor,Debit Card,sucursal,1,129.2793349624,63.590849464,1752.66,1.4,1,1407.19,0.531248997622532,2017-11-27,100100057636.0
692,0,43549.34,12,2024,4,97.613793722,12,1,True,books_media,Cash,sucursal,1,30.7828843932,-55.2895696365,640.55,0.5,0,765.2,0.718796641549815,2019-04-17,100100108541.0
693,1,61261.3,9,2024,3,77.1229216832,9,4,True,automotive_parts,Credit Card,sucursal,1,68.6839173759,311.4554775388,457.3,0.5,0,1304.7,0.605200579711971,2019-09-08,100100280823.0
694,1,19695.96,1,2024,1,31.1608854309,1,2,True,clothing,Debit Card,sucursal,1,127.4596448662,-39.542371571,538.4,0.8,0,1048.45,0.217028332698381,2019-04-16,100100027568.0
695,1,63639.77,6,2024,2,51.3018366862,6,2,True,automotive_parts,Debit Card,sucursal,1,35.7814481596,439.0016110539,952.57,0.7,0,2017.24,0.746138788106218,2019-12-09,100100737171.0
696,1,53674.45,2,2024,1,13.0742695286,2,2,True,clothing,Loan,sucursal,1,42.1352494638,349.7400687077,367.96,0.6,1,1589.79,0.196786762068568,2019-11-27,100100938903.0
697,0,52760.09,11,2024,4,38.0905581996,11,1,True,tools_hardware,Credit Card,sucursal,1,75.304416929,373.2866387388,848.67,1.4,0,774.01,0.136055734308451,2022-02-03,100100129934.0
698,0,104625.23,5,2024,2,47.5129722464,5,1,True,sports_equipment,Loan,sucursal,1,168.4356953825,-353.6596286378,456.26,1.2,1,2165.86,0.075624812254669,2020-09-26,100100340139.0
699,1,130157.14,5,2024,2,42.7391958966,5,2,False,garden_outdoor,Loan,sucursal,1,24.3280592237,89.1893704291,1627.85,1.2,1,2063.64,0.220072557980126,2019-07-12,100100447821.0
700,1,153184.81,11,2025,4,54.190303692,11,1,True,musical_instruments,Cash,sucursal,0,175.1452417006,-221.4893984165,714.61,1.0,0,1930.9,0.027648102501507,2016-06-24,100100647240.0
701,1,44404.86,12,2024,4,90.6226901038,12,2,True,electronics,Loan,sucursal,0,154.4889611199,458.0857974636,556.51,1.3,1,1944.2,0.385995462180668,2020-12-28,100100746292.0
702,0,11040.16,6,2024,2,42.9911450926,6,0,False,furniture,Loan,sucursal,0,129.745438877,-113.4533814835,784.05,0.9,1,892.64,0.886663390776656,2025-04-14,100100424220.0
703,1,36182.18,2,2024,1,0.2883327657,2,2,True,home_appliances,Credit Card,sucursal,1,62.9209073653,-82.4778537837,1000.97,1.0,0,2021.73,0.782500684474476,2021-12-23,100100626799.0
704,0,99620.23,3,2024,1,14.5627899345,3,1,True,automotive_parts,Debit Card,sucursal,1,38.3938069217,261.8130390574,1285.69,1.0,1,510.12,0.627865526898057,2023-04-23,100100055835.0
705,1,105368.99,5,2025,2,66.2277739166,5,3,True,musical_instruments,Debit Card,sucursal,1,70.0876322878,-471.7301915888,969.85,1.1,0,1314.78,0.370894815782501,2018-05-19,100100119548.0
706,1,107770.48,7,2025,3,81.9162068685,7,3,False,office_supplies,Cash,sucursal,1,128.9806811346,345.2005839382,803.87,1.5,1,617.76,0.232421169545906,2017-03-16,100100626314.0
707,1,57679.89,3,2024,1,8.2699506178,3,3,True,kitchen_dining,Debit Card,sucursal,1,24.6501455375,256.9273150801,278.82,1.2,1,1074.5,0.837466280017778,2019-06-12,100100493258.0
708,1,64568.92,12,2024,4,75.3172397727,12,0,True,automotive_parts,Cash,sucursal,0,36.5319108638,-255.1351622465,492.95,1.1,0,560.72,0.20442558868392,2017-01-03,100100747548.0
709,1,111343.98,5,2024,2,33.8004629859,5,3,False,home_appliances,Loan,sucursal,1,10.0731922239,270.2822421777,1627.48,1.1,1,1526.47,0.680770425714669,2018-10-03,100100387405.0
710,1,13043.98,12,2024,4,88.4777952316,12,0,True,tools_hardware,Cash,sucursal,0,96.7631155209,197.0090927388,593.87,0.8,1,2323.1,0.879122467800461,2023-03-08,100100063659.0
711,1,145378.62,6,2024,2,47.6154340278,6,3,True,health_beauty,Cash,sucursal,1,58.4707863466,-249.5809028671,1464.97,1.3,0,1219.89,0.367810840671028,2017-02-06,100100788429.0
712,1,6991.33,2,2024,1,13.4836212448,2,0,False,jewelry,Loan,sucursal,0,75.0561613339,-368.3429858174,1075.04,1.0,1,777.95,0.267427530610469,2023-08-05,100100039787.0
713,1,153467.41,8,2024,3,72.3139776416,8,3,True,garden_outdoor,Credit Card,sucursal,1,107.4234963039,302.5619959417,1529.01,0.6,1,1428.57,0.206984486161304,2023-08-13,100100724876.0
714,1,27670.36,9,2024,3,83.5168548412,9,3,True,tools_hardware,Credit Card,sucursal,1,56.1050120598,300.4256899809,1954.57,1.2,1,1676.18,0.375853063594541,2023-07-11,100100744744.0
715,1,136531.06,8,2024,3,90.5723367658,8,0,True,kitchen_dining,Cash,sucursal,0,114.3313796332,-258.6567837771,1698.87,1.4,1,1604.68,0.990846839685833,2017-02-20,100100177062.0
716,1,1540.0,1,2024,1,6.1066200491,1,0,False,office_supplies,Cash,sucursal,0,80.1878436653,136.803922861,1027.68,0.6,0,1885.21,0.93600006920384,2017-04-15,100100858711.0
717,1,163280.96,9,2024,3,79.0411804091,9,2,True,books_media,Debit Card,sucursal,1,147.1601663134,426.1997011468,893.17,0.6,0,1749.66,0.263800493936564,2022-02-28,100100714488.0
718,0,135275.97,8,2024,3,84.9857488262,8,0,True,automotive_parts,Cash,sucursal,0,1.9863504076,455.085653083,1252.38,0.9,1,2060.25,0.458736767956001,2025-03-23,100100001782.0
719,0,97885.01,3,2024,1,10.3219568403,3,3,False,home_appliances,Credit Card,sucursal,1,55.0545338029,-125.6696978748,1273.45,1.2,0,1479.27,0.371413895425939,2017-07-25,100100361359.0
720,0,112436.61,6,2024,2,58.3435616718,6,3,False,clothing,Cash,sucursal,1,176.1105951879,231.6427714815,1162.78,1.1,1,1780.78,0.038477769281675,2019-11-14,100100785541.0
721,1,68104.12,12,2024,4,88.8232400105,12,4,True,sports_equipment,Debit Card,sucursal,1,41.3164648069,54.305698699,368.82,1.2,1,1216.27,0.797026270340842,2017-10-01,100100780743.0
722,0,6960.76,5,2024,2,41.1881542011,5,4,False,furniture,Cash,sucursal,1,59.3847764676,-421.4123509812,1159.58,1.3,1,250.36,0.977404212694524,2023-11-24,100100941387.0
723,1,51705.48,9,2024,3,99.2212929756,9,3,True,sports_equipment,Cash,sucursal,1,37.3394841879,348.2461241966,201.86,1.3,0,1629.34,0.416575222284953,2022-03-02,100100067623.0
